product,product_information,price,price_ordinary,customer_discount_percentage,customer_offer_valid_from,customer_offer_valid_to,member_offer,member_offer_available_from,member_offer_available_to,product_link,member_price,member_price_valid_from,member_price_valid_to,produkter_kategorier,links
Gavepose,"20x25,5x11 cm Kraft",15.0,,,,,,,,https://www.europris.no/p-gavepose-20x25-5x11-cm-kraft-194683,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABU'}]"
Gavepose,"20x25,5x11 cm Kraft",15.0,,,,,,,,https://www.europris.no/p-gavepose-20x25-5x11-cm-kraft-209017,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABV'}]"
Gavepose,"25,5x11 cm barn jul",15.0,,,,,,,,https://www.europris.no/p-gavepose-25-5x11-cm-barn-jul-209162,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABW'}]"
Gavepose,"20x25,5x11 cm medium",15.0,,,,,,,,https://www.europris.no/p-gavepose-20x25-5x11-cm-medium-194686,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABX'}]"
Gavepose,"20x25,5x11 cm medium",15.0,,,,,,,,https://www.europris.no/p-gavepose-20x25-5x11-cm-medium-209020,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABY'}]"
Kakepynt,25 g vampyr,15.0,,,,,,,,https://www.europris.no/p-kakepynt-25-g-vampyr-209003,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABZ'}]"
Kakepynt,4 g spindelvev,15.0,,,,,,,,https://www.europris.no/p-kakepynt-4-g-spindelvev-209002,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABa'}]"
Strøssel,60 g Holly confetti,15.0,,,,,,,,https://www.europris.no/p-strossel-60-g-holly-confetti-205020,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABb'}]"
Strøssel,71 g Gresskarmix Twinkle,15.0,,,,,,,,https://www.europris.no/p-strossel-71-g-gresskarmix-twinkle-204485,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABc'}]"
Strøssel,Blodig hånd 93 g Twinkle,15.0,,,,,,,,https://www.europris.no/p-strossel-blodig-hand-93-g-twinkle-204486,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABd'}]"
Flaskepose,"36x12,5x8 cm Kraft",15.0,,,,,,,,https://www.europris.no/p-flaskepose-36x12-5x8-cm-kraft-194687,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABe'}]"
Flaskepose,"36x12,5x8 cm Kraft",15.0,,,,,,,,https://www.europris.no/p-flaskepose-36x12-5x8-cm-kraft-209021,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABf'}]"
Flaskepose,"36x8x12,5 cm glitter",15.0,,,,,,,,https://www.europris.no/p-flaskepose-36x8x12-5-cm-glitter-194689,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABg'}]"
Flaskepose,"36x8x12,5 cm glitter",15.0,,,,,,,,https://www.europris.no/p-flaskepose-36x8x12-5-cm-glitter-209023,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABh'}]"
Flaskepose,"36x12,5x8 cm metallic",15.0,,,,,,,,https://www.europris.no/p-flaskepose-36x12-5x8-cm-metallic-194653,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABi'}]"
Flaskepose,"36x12,5x8 cm standard",15.0,,,,,,,,https://www.europris.no/p-flaskepose-36x12-5x8-cm-standard-194688,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABj'}]"
Frisk Bamse,"250 ml, cola",15.0,,,,,,,,https://www.europris.no/p-frisk-bamse-250-ml-cola-154762,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABk'}]"
Frisk Bamse,"250 ml, Frukt",15.0,,,,,,,,https://www.europris.no/p-frisk-bamse-250-ml-frukt-154763,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABl'}]"
Frisk Bamse,"250 ml, Pære",15.0,,,,,,,,https://www.europris.no/p-frisk-bamse-250-ml-paere-154764,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABm'}]"
Frisk Bamse,"250ml, bringebær",15.0,,,,,,,,https://www.europris.no/p-frisk-bamse-250ml-bringebaer-154761,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABn'}]"
Glass spray,750 ml Vital Fresh,15.0,,,,,,,,https://www.europris.no/p-glass-spray-750-ml-vital-fresh-174201,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABo'}]"
Balsam 50 ml,Regenerate Nouris Dove,15.0,,,,,,,,https://www.europris.no/p-balsam-50-ml-regenerate-nouris-dove-187172,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABp'}]"
Kjeks 5x20 g,Smør Paw partrol,15.0,,,,,,,,https://www.europris.no/p-kjeks-5x20-g-smor-paw-partrol-203475,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABq'}]"
Kjeks 5x20 g,Choco chip Paw patrol,15.0,,,,,,,,https://www.europris.no/p-kjeks-5x20-g-choco-chip-paw-patrol-203471,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABr'}]"
Kjeks 5x20 g,Choco chip my little pony,15.0,,,,,,,,https://www.europris.no/p-kjeks-5x20-g-choco-chip-my-little-pony-203472,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABs'}]"
Roll-on Dove,"Cucumber, 50 ml",15.0,,,,,,,,https://www.europris.no/p-roll-on-dove-cucumber-50-ml-183231,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABt'}]"
Baderom spray,750 ml Vital Fresh,15.0,,,,,,,,https://www.europris.no/p-baderom-spray-750-ml-vital-fresh-174203,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABu'}]"
Gavemerkelapp,"8-pk, metallic",15.0,,,,,,,,https://www.europris.no/p-gavemerkelapp-8-pk-metallic-178840,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABv'}]"
Gavemerkelapp,"8-pk, tosidig papir",15.0,,,,,,,,https://www.europris.no/p-gavemerkelapp-8-pk-tosidig-papir-178843,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABw'}]"
Kjøkken spray,750 ml Vital Fresh,15.0,,,,,,,,https://www.europris.no/p-kjokken-spray-750-ml-vital-fresh-174202,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABx'}]"
Gavepose medium,"25,5x21,5x11 cm metallic",15.0,,,,,,,,https://www.europris.no/p-gavepose-medium-25-5x21-5x11-cm-metallic-194654,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABy'}]"
Boketiketter 8-pk,i tekstil til elastisk bokbind,15.0,,,,,,,,https://www.europris.no/p-boketiketter-8-pk-i-tekstil-til-elastisk-bokbind-183613,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ABz'}]"
Spray Vital Fresh,"750 ml, Antibakteriell",15.0,,,,,,,,https://www.europris.no/p-spray-vital-fresh-750-ml-antibakteriell-179787,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AB0'}]"
Strøssel snøflak,89 g,15.0,,,,,,,,https://www.europris.no/p-strossel-snoflak-89-g-201557,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AB1'}]"
Gavepose Medium Glitter,"25,5x20x11 cm, ass. farger",15.0,,,,,,,,https://www.europris.no/p-gavepose-medium-glitter-25-5x20x11-cm-ass-farger-209025,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AB2'}]"
Smil,2-pk 156 g,20.0,,,,,,,,https://www.europris.no/p-smil-2-pk-156-g-211239,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AB3'}]"
Kjeks,125 g Schoko,20.0,,,,,,,,https://www.europris.no/p-kjeks-125-g-schoko-204647,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AB4'}]"
Pennal,21x9 cm Trend,20.0,,,,,,,,https://www.europris.no/p-pennal-21x9-cm-trend-194757,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AB5'}]"
Bokbind,stretch glitter,20.0,,,,,,,,https://www.europris.no/p-bokbind-stretch-glitter-200053,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AB6'}]"
Brioche,300 g Vanilje,20.0,,,,,,,,https://www.europris.no/p-brioche-300-g-vanilje-165589,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AB7'}]"
Brioche,300 g vanlije og rosin,20.0,,,,,,,,https://www.europris.no/p-brioche-300-g-vanlije-og-rosin-165590,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AB8'}]"
Marengs,100 g,20.0,,,,,,,,https://www.europris.no/p-marengs-100-g-186212,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AB9'}]"
Pick up,5x28 g,20.0,,,,,,,,https://www.europris.no/p-pick-up-5x28-g-193581,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AB%2B'}]"
Plaster,22 stk Unicorn,20.0,,,,,,,,https://www.europris.no/p-plaster-22-stk-unicorn-204642,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7AB%2F'}]"
Plaster,22 stk Dinosaur,20.0,,,,,,,,https://www.europris.no/p-plaster-22-stk-dinosaur-204643,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACA'}]"
Plaster,20 stk Peppa gris,20.0,,,,,,,,https://www.europris.no/p-plaster-20-stk-peppa-gris-212386,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACB'}]"
Roll-on,50 ml Fresh Men Nivea,20.0,,,,,,,,https://www.europris.no/p-roll-on-50-ml-fresh-men-nivea-189816,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACC'}]"
Roll-on,50 ml Fresh Dame Nivea,20.0,,,,,,,,https://www.europris.no/p-roll-on-50-ml-fresh-dame-nivea-189817,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACD'}]"
Sticati,75 g Dark chocolate,20.0,,,,,,,,https://www.europris.no/p-sticati-75-g-dark-chocolate-196641,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACE'}]"
Turkopp,Xplor,20.0,,,,,,,,https://www.europris.no/p-turkopp-xplor-181634,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACF'}]"
Gavepose,32x26x10 cm,20.0,,,,,,,,https://www.europris.no/p-gavepose-32x26x10-cm-194685,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACG'}]"
Gavepose,32x26x10 cm,20.0,,,,,,,,https://www.europris.no/p-gavepose-32x26x10-cm-209019,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACH'}]"
Gavepose,stor metallic,20.0,,,,,,,,https://www.europris.no/p-gavepose-stor-metallic-194655,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACI'}]"
Gavepose,32x26x10 cm Kraft,20.0,,,,,,,,https://www.europris.no/p-gavepose-32x26x10-cm-kraft-209016,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACJ'}]"
Ballerina,205 g Nougat,20.0,,,,,,,,https://www.europris.no/p-ballerina-205-g-nougat-193602,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACK'}]"
Ballerina,Blåbærlykke 190 g,20.0,,,,,,,,https://www.europris.no/p-ballerina-blabaerlykke-190-g-188032,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACL'}]"
Ballerina,205 g Melkesjokolade,20.0,,,,,,,,https://www.europris.no/p-ballerina-205-g-melkesjokolade-193601,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACM'}]"
Epleterte,4-pk,20.0,,,,,,,,https://www.europris.no/p-epleterte-4-pk-139033,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACN'}]"
Kjeks Duo,500 g kakao,20.0,,,,,,,,https://www.europris.no/p-kjeks-duo-500-g-kakao-204405,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACO'}]"
Kjeks Duo,500 g vanilje,20.0,,,,,,,,https://www.europris.no/p-kjeks-duo-500-g-vanilje-204404,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACP'}]"
Merkelapp,"m/folie, 4-pk",20.0,,,,,,,,https://www.europris.no/p-merkelapp-m-folie-4-pk-178976,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACQ'}]"
Pakkepynt,4-pk store,20.0,,,,,,,,https://www.europris.no/p-pakkepynt-4-pk-store-209148,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACR'}]"
Shotglass,form i silicon,20.0,,,,,,,,https://www.europris.no/p-shotglass-form-i-silicon-195307,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACS'}]"
Dekorbånd,"Sett, med merkelapper",20.0,,,,,,,,https://www.europris.no/p-dekorband-sett-med-merkelapper-190613,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACT'}]"
Havreflarn,185 g,20.0,,,,,,,,https://www.europris.no/p-havreflarn-185-g-211283,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACU'}]"
Håndsåpe,500 ml Hycolin antiviral,20.0,,,,,,,,https://www.europris.no/p-handsape-500-ml-hycolin-antiviral-197667,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACV'}]"
Hårbøyle,Halloween,20.0,,,,,,,,https://www.europris.no/p-harboyle-halloween-194153,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACW'}]"
Kaffekrans,250 g,20.0,,,,,,,,https://www.europris.no/p-kaffekrans-250-g-210718,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACX'}]"
Notathefte,A5 Statement,20.0,,,,,,,,https://www.europris.no/p-notathefte-a5-statement-199911,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACY'}]"
Pakkebånd,20 m x 1 cm glitter,20.0,,,,,,,,https://www.europris.no/p-pakkeband-20-m-x-1-cm-glitter-209032,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACZ'}]"
Pakkebånd,20 m x 10 mm glitter,20.0,,,,,,,,https://www.europris.no/p-pakkeband-20-m-x-10-mm-glitter-194660,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACa'}]"
Pakkebånd,20 m metallic m/tekst,20.0,,,,,,,,https://www.europris.no/p-pakkeband-20-m-metallic-m-tekst-194662,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACb'}]"
Sitronkake,285 g,20.0,,,,,,,,https://www.europris.no/p-sitronkake-285-g-206778,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACc'}]"
Tatovering,6-pk regnbue,20.0,,,,,,,,https://www.europris.no/p-tatovering-6-pk-regnbue-210509,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACd'}]"
Body lotion,200 ml Sommerfrisk Dr Greve,20.0,,,,,,,,https://www.europris.no/p-body-lotion-200-ml-sommerfrisk-dr-greve-208853,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACe'}]"
Creams 5-pk,425 g,20.0,,,,,,,,https://www.europris.no/p-creams-5-pk-425-g-185663,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACf'}]"
H&S shampoo,"0,200 ML Apple",20.0,,,,,,,,https://www.europris.no/p-h-s-shampoo-0-200-ml-apple-209754,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACg'}]"
H&s SHAMPOO,200 ml Dry scalp,20.0,,,,,,,,https://www.europris.no/p-h-s-shampoo-200-ml-dry-scalp-209755,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACh'}]"
Highlighter,mini,20.0,,,,,,,,https://www.europris.no/p-highlighter-mini-200050,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACi'}]"
Barberhøvel,"10-pk, dame engangs",20.0,,,,,,,,https://www.europris.no/p-barberhovel-10-pk-dame-engangs-206583,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACj'}]"
Barberhøvel,"10-pk, herre engangs",20.0,,,,,,,,https://www.europris.no/p-barberhovel-10-pk-herre-engangs-206581,,,,personlig-pleie,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACk'}]"
Geleshotform,,20.0,,,,,,,,https://www.europris.no/p-geleshotform-195309,,,,dagligvarer,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACl'}]"
Julestickers,2-pk,20.0,,,,,,,,https://www.europris.no/p-julestickers-2-pk-178975,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFc7ACm'}]"
